"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations","ParentWord","ParentPinyin","Zhuyin"
"成為","chéngwéi","","6","to become","to turn into","","","ㄔㄥˊㄨㄟˊ"
"成語","chéngyǔ","","6","Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation","idiom, proverb, saying, adage, CL:條|条[tiao2],本[ben3],句[ju4]","","","ㄔㄥˊ　ㄩˇ"
"乘","chéng","","6","old variant of 乘[cheng2]","","","","ㄔㄥˊ"
"乘客","chéngkè","","6","passenger","","","","ㄔㄥˊ　ㄎㄜˋ"
"懇","kěn","","6","earnest","","誠懇","chéngkěn","ㄔㄥˊ　ㄎㄣˇ"
"誠懇","chéngkěn","","6","sincere","honest, cordial","","","ㄔㄥˊ　ㄎㄣˇ"
"誠意","chéngyì","","6","sincerity","good faith","","","ㄔㄥˊ　ㄧˋ"
"呈","chéng","","6","to present to a superior","memorial, petition, to present (a certain appearance), to assume (a shape), to be (a certain color)","呈現","chéngxiàn","ㄔㄥˊ　ㄒㄧㄢˋ"
"呈現","chéngxiàn","","6","to appear","to emerge, to present (a certain appearance), to demonstrate","","","ㄔㄥˊ　ㄒㄧㄢˋ"
"序","xù","","6","order","sequence, preface","程序","chéngxù","ㄔㄥˊ　ㄒㄩˋ"
"程序","chéngxù","","6","procedures","sequence, order, computer program","","","ㄔㄥˊ　ㄒㄩˋ"
"吃虧","chīkuī","","6","to suffer losses","to come to grief, to lose out, to get the worst of it, to be at a disadvantage, unfortunately","","","ㄔ　ㄎㄨㄟ"
"遲早","chízǎo","","6","sooner or later","","","","ㄔˊ　ㄗㄠˇ"
"尺寸","chǐcùn","","6","size","dimension, measurement","","","ㄔˇ　ㄘㄨㄣˋ"
"翅","chì","","6","wing","variant of 翅[chi4]","翅膀","chìbǎng","ㄔˋ　ㄅㄤˇ"
"翅膀","chìbǎng","","6","wing","CL:個|个[ge4],對|对[dui4]","","","ㄔˋ　ㄅㄤˇ"
"沖","chōng","","6","(of water) to dash against","to mix with water, to infuse, to rinse, to flush, to develop (a film), to rise in the air, to clash, to collide with","","","ㄔㄨㄥ"
"充分","chōngfèn","","6","ample","sufficient, adequate, full, fully, to the full","","","ㄔㄨㄥ　ㄈㄣˋ"
"充滿","chōngmǎn","","6","full of","brimming with, very full, permeated","","","ㄔㄨㄥ　ㄇㄢˇ"
"充足","chōngzú","","6","adequate","sufficient, abundant","","","ㄔㄨㄥ　ㄗㄨˊ"
"崇","chóng","","6","high","sublime, lofty, to esteem, to worship, surname Chong","崇拜","chóngbài","ㄔㄨㄥˊ　ㄅㄞˋ"
"崇拜","chóngbài","","6","to worship","adoration","","","ㄔㄨㄥˊ　ㄅㄞˋ"
"崇高","chónggāo","","6","majestic","sublime","","","ㄔㄨㄥˊ　ㄍㄠ"
"屜","tì","","6","drawer","tier, tray","抽屜","chōuti","ㄔㄡ　˙ㄊㄧ"
"抽屜","chōuti","","6","drawer","","","","ㄔㄡ　˙ㄊㄧ"
"愁","chóu","","6","to worry about","","","","ㄔㄡˊ"
"出產","chūchǎn","","6","to produce (by natural growth, or by manufacture, mining etc)","to yield, to turn out, produce, products","","","ㄔㄨ　ㄔㄢˇ"
"出境","chūjìng","","6","to leave a country or region","emigration, outbound (tourism)","","","ㄔㄨ　ㄐㄧㄥˋ"
"出色","chūsè","","6","remarkable","outstanding","","","ㄔㄨ　ㄙㄜˋ"
"出身","chūshēn","","6","to be born of","to come from, family background, class origin","","","ㄔㄨ　ㄕㄣ"
"出事","chūshì","","6","to have an accident","to meet with a mishap","","","ㄔㄨ　ㄕˋ"
"售","shòu","","6","to sell","to make or carry out (a plan or intrigue etc)","出售","chūshòu","ㄔㄨ　ㄕㄡˋ"
"出售","chūshòu","","6","to sell","to offer for sale, to put on the market","","","ㄔㄨ　ㄕㄡˋ"
"席","xí","","6","woven mat","variant of 席[xi2]","出席","chūxí","ㄔㄨ　ㄒㄧˊ"
"出席","chūxí","","6","to attend","to participate, present","","","ㄔㄨ　ㄒㄧˊ"
"出院","chūyuàn","","6","to leave hospital","to be discharged from hospital","","","ㄔㄨ　ㄩㄢˋ"
"初步","chūbù","","6","initial","preliminary, tentative","","","ㄔㄨ　ㄅㄨˋ"
"初級","chūjí","","6","junior","primary","","","ㄔㄨ　ㄐㄧˊ"
"除非","chúfēi","","6","only if (..., or otherwise, ...)","only when, only in the case that, unless","","","ㄔㄨˊ　ㄈㄟ"
"儲","chǔ","","6","Taiwan pr. [Chu2]","to store, to save, to have in reserve, heir, Taiwan pr. [chu2], surname Chu","儲存","chúcún","ㄔㄨˊ　ㄘㄨㄣˊ"
"儲存","chúcún","","6","stockpile","to store, to stockpile, storage","","","ㄔㄨˊ　ㄘㄨㄣˊ"
"蓄","xù","","6","to store up","to grow (e.g. a beard), to entertain (ideas)","儲蓄","chúxù","ㄔㄨˊ　ㄒㄩˋ"
"儲蓄","chúxù","","6","to deposit money","to save, savings","","","ㄔㄨˊ　ㄒㄩˋ"
"罰","fá","","6","to punish","to penalize","處罰","chǔfá","ㄔㄨˇ　ㄈㄚˊ"
"處罰","chǔfá","","6","to penalize","to punish","","","ㄔㄨˇ　ㄈㄚˊ"
"處處","chùchù","","6","everywhere","in all respects","","","ㄔㄨˋ　ㄔㄨˋ"
"傳播","chuánbò","","6","to disseminate","to propagate, to spread","","","ㄔㄨㄢˊ　ㄅㄛˋ"
"傳達","chuándá","","6","to pass on","to convey, to relay, to transmit, transmission","","","ㄔㄨㄢˊ　ㄉㄚˊ"
"傳單","chuándān","","6","leaflet","flier, pamphlet","","","ㄔㄨㄢˊ　ㄉㄢ"
"染","rǎn","","6","to dye","to catch (a disease), to acquire (bad habits etc), to contaminate, to add color washes to a painting","傳染","chuánrǎn","ㄔㄨㄢˊ　ㄖㄢˇ"
"傳染","chuánrǎn","","6","to infect","contagious","","","ㄔㄨㄢˊ　ㄖㄢˇ"
"傳說","chuánshuō","","6","legend","folklore, to repeat from mouth to mouth, they say that...","","","ㄔㄨㄢˊ　ㄕㄨㄛ"
"傳送","chuánsòng","","6","to convey","to deliver","","","ㄔㄨㄢˊ　ㄙㄨㄥˋ"
"窗口","chuāngkǒu","","6","window","opening providing restricted access (e.g. customer service window), computer operating system window, fig. medium, intermediary, showpiece, testing ground","","","ㄔㄨㄤ　ㄎㄡˇ"
"床單","chuángdān","","6","bed sheet","CL:條|条[tiao2],件[jian4],張|张[zhang1],床[chuang2]","","","ㄔㄨㄤˊ　ㄉㄢ"
"幢","chuáng","","6","banner","classifier for buildings, carriage curtain (old)","","","ㄔㄨㄤˊ"
"闖","chuǎng","","6","to rush","to charge, to dash, to break through, to temper oneself (through battling hardships)","","","ㄔㄨㄤˇ"
"創作","chuàngzuò","","6","to create","to produce, to write, creative work, creation, CL:個|个[ge4]","","","ㄔㄨㄤˋ　ㄗㄨㄛˋ"
"春季","chūnjì","","6","springtime","","","","ㄔㄨㄣ　ㄐㄧˋ"
"春假","chūnjià","","6","spring break","","","","ㄔㄨㄣ　ㄐㄧㄚˋ"
"磁","cí","","6","magnetic","magnetism, porcelain","磁帶","cídài","ㄘˊ　ㄉㄞˋ"
"磁帶","cídài","","6","magnetic tape","CL:盤|盘[pan2],盒[he2]","","","ㄘˊ　ㄉㄞˋ"
"詞典","cídiǎn","","6","dictionary (of Chinese compound words)","also written 辭典|辞典[ci2 dian3], CL:部[bu4],本[ben3]","","","ㄘˊ　ㄉㄧㄢˇ"
"彙","huì","","6","class","collection","詞彙","cíhuì","ㄘˊ　ㄏㄨㄟˋ"
"詞彙","cíhuì","","6","vocabulary","list of words (e.g. for language teaching purposes), word","","","ㄘˊ　ㄏㄨㄟˋ"
"辭","cí","","6","to resign","to dismiss, to decline, to take leave, ballad (archaic poetic genre), variant of 詞|词[ci2]","辭職","cízhí","ㄘˊ　ㄓˊ"
"辭職","cízhí","","6","to resign","","","","ㄘˊ　ㄓˊ"
"此外","cǐwài","","6","besides","in addition, moreover, furthermore","","","ㄘˇ　ㄨㄞˋ"
"次數","cìshù","","6","number of times","frequency, order number (in a series), power (math.), degree of a polynomial (math.)","","","ㄘˋ　ㄕㄨˋ"
"從此","cóngcǐ","","6","from now on","since then, henceforth","","","ㄘㄨㄥˊ　ㄘˇ"
"從沒","cóngméi","","6","never (in the past)","never did","","","ㄘㄨㄥˊㄇㄟˊ"
"從事","cóngshì","","6","to go for","to engage in, to undertake, to deal with, to handle, to do","","","ㄘㄨㄥˊ　ㄕˋ"
"湊","còu","","6","to gather together, pool or collect","to happen by chance, to move close to, to exploit an opportunity","","","ㄘㄡˋ"
"粗","cū","","6","remote","distant, variant of 粗[cu1]","","","ㄘㄨ"
"粗心","cūxīn","","6","careless","thoughtless","","","ㄘㄨ　ㄒㄧㄣ"
"促","cù","","6","urgent","hurried, to urge, to promote, to urge haste, close, intimate","促進","cùjìn","ㄘㄨˋ　ㄐㄧㄣˋ"
"促進","cùjìn","","6","to promote (an idea or cause)","to advance, boost","","","ㄘㄨˋ　ㄐㄧㄣˋ"
"催","cuī","","6","to urge","to press, to prompt, to rush sb, to hasten sth, to expedite","","","ㄘㄨㄟ"
"款","kuǎn","","6","section","paragraph, funds, classifier for versions or models (of a product), CL:筆|笔[bi3],個|个[ge4]","存款","cúnkuǎn","ㄘㄨㄣˊ　ㄎㄨㄢˇ"
"存款","cúnkuǎn","","6","to deposit money (in a bank etc)","bank savings, bank deposit","","","ㄘㄨㄣˊ　ㄎㄨㄢˇ"
"搓","cuō","","6","to rub or roll between the hands or fingers","to twist","","","ㄘㄨㄛ"
"錯過","cuòguò","","6","to miss (train, opportunity etc)","","","","ㄘㄨㄛˋ　ㄍㄨㄛˋ"
"錯字","cuòzì","","6","incorrect character","typo (in Chinese text)","","","ㄘㄨㄛˋ　ㄗˋ"
"措","cuò","","6","to handle","to manage, to put in order, to arrange, to administer, to execute, to take action on, to plan","措施","cuòshī","ㄘㄨㄛˋ　ㄕ"
"施","shī","","6","to grant","to give, to bestow, to act, to carry out, surname Shi","措施","cuòshī","ㄘㄨㄛˋ　ㄕ"
"措施","cuòshī","","6","measure","step, CL:個|个[ge4]","","","ㄘㄨㄛˋ　ㄕ"
"案","àn","","6","(legal) case","incident, record, file, table","答案","dáàn","ㄉㄚˊ　ㄢˋ"
"答案","dáàn","","6","answer","solution, CL:個|个[ge4]","","","ㄉㄚˊ　ㄢˋ"
"達到","dádào","","6","to reach","to achieve, to attain","","","ㄉㄚˊ　ㄉㄠˋ"
"打扮","dǎbàn","","6","to decorate","to dress, to make up, to adorn, manner of dressing, style of dress","","","ㄉㄚˇ　ㄅㄢˋ"
"打包","dǎbāo","","6","to wrap","to pack, to put leftovers in a doggy bag for take-out, to package (computing)","","","ㄉㄚˇ　ㄅㄠ"
"打斷","dǎduàn","","6","to interrupt","to break off, to break (a bone)","","","ㄉㄚˇ　ㄉㄨㄢˋ"
"擾","rǎo","","6","to disturb","","打擾","dǎrǎo","ㄉㄚˇ　ㄖㄠˇ"
"打擾","dǎrǎo","","6","to disturb","to bother, to trouble","","","ㄉㄚˇ　ㄖㄠˇ"
"呼","hū","","6","to shout","to call out, variant of 呼[hu1]","打招呼","dǎzhāohū","ㄉㄚˇ　ㄓㄠ　ㄏㄨ"
"打招呼","dǎzhāohū","","6","to greet sb by word or action","to give prior notice","","","ㄉㄚˇ　ㄓㄠ　ㄏㄨ"
"針","zhēn","","6","needle","pin, injection, stitch, CL:根[gen1],支[zhi1]","打針","dǎzhēn","ㄉㄚˇ　ㄓㄣ"
"打針","dǎzhēn","","6","to give or have an injection","","","","ㄉㄚˇ　ㄓㄣ"
"打字","dǎzì","","6","to type","","","","ㄉㄚˇ　ㄗˋ"
"大半","dàbàn","","6","more than half","greater part, most, probably, most likely","","","ㄉㄚˋ　ㄅㄢˋ"
"大便","dàbiàn","","6","to defecate","excrement, feces","","","ㄉㄚˋ　ㄅㄧㄢˋ"
"膽","dǎn","","6","gall bladder","courage, guts, gall, inner container (e.g. bladder of a football, inner container of a thermos)","大膽","dàdǎn","ㄉㄚˋ　ㄉㄢˇ"
"大膽","dàdǎn","","6","brazen","audacious, outrageous, bold, daring, fearless","","","ㄉㄚˋ　ㄉㄢˇ"
"大地","dàdì","","6","earth","mother earth","","","ㄉㄚˋ　ㄉㄧˋ"
"大都","dàdōu","","6","Dadu, capital of China during the Yuan Dynasty (1280-1368), modern day Beijing","for the most part, on the whole, also pr. [da4 du1], for the most part, on the whole, metropolitan","","","ㄉㄚˋ　ㄉㄡ"
"大哥","dàgē","","6","eldest brother","big brother (polite address for a man of about the same age as oneself), gang leader, boss","","","ㄉㄚˋ　ㄍㄜ"
"大哥大","dàgēdà","","6","cell phone (bulky, early-model one)","brick phone, mob boss","","","ㄉㄚˋ　ㄍㄜ　ㄉㄚˋ"
"大街","dàjiē","","6","street","main street, CL:條|条[tiao2]","","","ㄉㄚˋ　ㄐㄧㄝ"
"大力","dàlì","","6","energetically","vigorously","","","ㄉㄚˋ　ㄌㄧˋ"
"大量","dàliàng","","6","great amount","large quantity, bulk, numerous, generous, magnanimous","","","ㄉㄚˋ　ㄌㄧㄤˋ"
"大腦","dànǎo","","6","brain","cerebrum","","","ㄉㄚˋ　ㄋㄠˇ"
"大清早","dàqīngzǎo","","6","early in the morning","","","","ㄉㄚˋ　ㄑㄧㄥ　ㄗㄠˇ"
"嫂","sǎo","","6","older brother's wife","sister-in-law","大嫂","dàsǎo","ㄉㄚˋ　ㄙㄠˇ"
"大嫂","dàsǎo","","6","older brother's wife","sister-in-law, elder sister (respectful appellation for an older married woman)","","","ㄉㄚˋ　ㄙㄠˇ"
"大腿","dàtuǐ","","6","thigh","","","","ㄉㄚˋ　ㄊㄨㄟˇ"
"型","xíng","","6","mold","type, style, model","大型","dàxíng","ㄉㄚˋ　ㄒㄧㄥˊ"
"大型","dàxíng","","6","large","large-scale","","","ㄉㄚˋ　ㄒㄧㄥˊ"
"大意","dàyì","","6","general idea","main idea, careless","","","ㄉㄚˋ　ㄧˋ"
"大有","dàyǒu","","6","there is much","(literary) abundance","","","ㄉㄚˋ　ㄧㄡˇ"
"致","zhì","","6","fine","delicate, to send, to devote, to deliver, to cause, to convey","大致","dàzhì","ㄉㄚˋ　ㄓˋ"
"大致","dàzhì","","6","more or less","roughly, approximately","","","ㄉㄚˋ　ㄓˋ"
"大眾","dàzhòng","","6","Volkswagen (automobile manufacturer)","the masses, the great bulk of the population, popular (of music, science etc)","","","ㄉㄚˋ　ㄓㄨㄥˋ"
"大自然","dàzìrán","","6","nature (the natural world)","","","","ㄉㄚˋ　ㄗˋ　ㄖㄢˊ"
"待會","dāihuì","","6","","","","","ㄉㄞㄏㄨㄟˋ/ㄉㄞㄏㄨㄟˋㄦ"
"代溝","dàigōu","","6","generation gap","","","","ㄉㄞˋ　ㄍㄡ"
"代價","dàijià","","6","price","cost, consideration (in share dealing)","","","ㄉㄞˋ　ㄐㄧㄚˋ"
"代理","dàilǐ","","6","to act on behalf of sb in a responsible position","to act as an agent or proxy, surrogate, (computing) proxy","","","ㄉㄞˋ　ㄌㄧˇ"
"帶動","dàidòng","","6","to spur","to provide impetus, to drive","","","ㄉㄞˋ　ㄉㄨㄥˋ"
"帶路","dàilù","","6","to lead the way","to guide, to show the way, fig. to instruct","","","ㄉㄞˋ　ㄌㄨˋ"
"帶子","dàizi","","6","belt","band, ribbon, strap, girdle, (coll.) audio or video tape","","","ㄉㄞˋ　˙ㄗ"
"大夫","dàifu","","6","senior official (in imperial China)","doctor, physician","","","ㄉㄞˋ　˙ㄈㄨ"
"貸","dài","","6","to lend on interest","to borrow, a loan, leniency, to make excuses, to pardon, to forgive","貸款","dàikuǎn","ㄉㄞˋ　ㄎㄨㄢˇ"
"貸款","dàikuǎn","","6","a loan","to provide a loan (e.g. bank), to raise a loan (from e.g. a bank), CL:筆|笔[bi3]","","","ㄉㄞˋ　ㄎㄨㄢˇ"
"待遇","dàiyù","","6","treatment","pay, salary, status, rank","","","ㄉㄞˋ　ㄩˋ"
"單調","dāndiào","","6","monotonous","","","","ㄉㄢ　ㄉㄧㄠˋ"
"單位","dānwèi","","6","unit (of measure)","unit (group of people as a whole), work unit (place of employment, esp. in the PRC prior to economic reform), CL:個|个[ge4]","","","ㄉㄢ　ㄨㄟˋ"
"單子","dānzi","","6","the only son of a family","(functional programming or philosophy) monad, list of items, bill, form, bedsheet","","","ㄉㄢ　˙ㄗ"
"擔保","dānbǎo","","6","to guarantee","to vouch for","","","ㄉㄢ　ㄅㄠˇ"
"耽","dān","","6","variant of 耽[dan1]","","耽誤","dānwù","ㄉㄢ　ㄨˋ"
"耽誤","dānwù","","6","to delay","to hold up, to waste time, to interfere with","","","ㄉㄢ　ㄨˋ"
"膽量","dǎnliàng","","6","courage","boldness, guts","","","ㄉㄢˇ　ㄌㄧㄤˋ"
"膽小","dǎnxiǎo","","6","cowardice","timid","","","ㄉㄢˇ　ㄒㄧㄠˇ"
"蛋白質","dànbáizhí","","6","protein","","","","ㄉㄢˋ　ㄅㄞˊ　ㄓˊ"
"誕","dàn","","6","birth","birthday, brag, boast, to increase","誕生","dànshēng","ㄉㄢˋ　ㄕㄥ"
"誕生","dànshēng","","6","to be born","","","","ㄉㄢˋ　ㄕㄥ"
"當初","dāngchū","","6","at that time","originally","","","ㄉㄤ　ㄔㄨ"
"當時","dāngshí","","6","then","at that time, while, at once, right away","","","ㄉㄤ　ㄕˊ"
"當選","dāngxuǎn","","6","to be elected","","","","ㄉㄤ　ㄒㄩㄢˇ"
"擋","dǎng","","6","to resist","to obstruct, to hinder, to keep off, to block (a blow), to get in the way of, cover, gear (e.g. in a car's transmission), to arrange, to put in order","","","ㄉㄤˇ"
"檔","dǎng","dàng","6","official records","grade (of goods), file, records, shelves, slot, gap, crosspiece, classifier for crosspieces, classifier for events, affairs etc, Taiwan pr. [dang3], (Tw) variant of 擋|挡[dang3], gear","檔案","dǎngàn","ㄉㄤˇ　ㄢˋ"
"檔案","dǎngàn","","6","file","record, archive","","","ㄉㄤˇ　ㄢˋ"
"楣","méi","","6","lintel","crossbeam","倒楣","dǎoméi","ㄉㄠˇ　ㄇㄟˊ"
"倒楣","dǎoméi","","6","variant of 倒霉[dao3 mei2]","","","","ㄉㄠˇ　ㄇㄟˊ"
"導遊","dǎoyóu","","6","tour guide","guidebook, to conduct a tour","","","ㄉㄠˇ　ㄧㄡˊ"
"道路","dàolù","","6","road","path, way, CL:條|条[tiao2]","","","ㄉㄠˋ　ㄌㄨˋ"
"到達","dàodá","","6","to reach","to arrive","","","ㄉㄠˋ　ㄉㄚˊ"
"得分","défēn","","6","to score","","","","ㄉㄜˊ　ㄈㄣ"
"得獎","déjiǎng","","6","to win a prize","","","","ㄉㄜˊ　ㄐㄧㄤˇ"
"得了","déle","","6","all right!","that's enough!, (emphatically, in rhetorical questions) possible","","","ㄉㄜˊ　˙ㄌㄜ"
"罪","zuì","","6","variant of 罪[zui4], crime","","得罪","dézuì","ㄉㄜˊ　ㄗㄨㄟˋ"
"得罪","dézuì","","6","to commit an offense","to violate the law, excuse me! (formal), to offend sb, to make a faux pas, a faux pas, see also 得罪[de2 zui5], see also 得罪[de2 zui4]","","","ㄉㄜˊ　ㄗㄨㄟˋ"
"登","dēng","","6","to scale (a height)","to ascend, to mount, to publish or record, to enter (e.g. in a register), to press down with the foot, to step or tread on, to put on (shoes or trousers) (dialect), to be gathered and taken to the threshing ground (old)","","","ㄉㄥ"
"登記","dēngjì","","6","to register (one's name)","","","","ㄉㄥ　ㄐㄧˋ"
"登山","dēngshān","","6","to climb a mountain","climbing, mountaineering","","","ㄉㄥ　ㄕㄢ"
"等不及","děngbují","","6","can't wait","","","","ㄉㄥˇ　˙ㄅㄨ　ㄐㄧˊ"
"等到","děngdào","","6","to wait until","by the time when (sth is ready etc)","","","ㄉㄥˇ　ㄉㄠˋ"
"等級","děngjí","","6","grade","rank, status","","","ㄉㄥˇ　ㄐㄧˊ"
"等於","děngyú","","6","to equal","to be tantamount to","","","ㄉㄥˇ　ㄩˊ"
"凳","dèng","","6","variant of 凳[deng4]","","凳子","dèngzi","ㄉㄥˋ　˙ㄗ"
"凳子","dèngzi","","6","stool","small seat","","","ㄉㄥˋ　˙ㄗ"
"滴","dī","","6","a drop","to drip","","","ㄉㄧ"
"低潮","dīcháo","","6","low tide","low ebb","","","ㄉㄧ　ㄔㄠˊ"
"的確","díquè","","6","really","indeed","","","ㄉㄧˊ　ㄑㄩㄝˋ"
"抗","kàng","","6","to resist","to fight, to defy, anti-","抵抗","dǐkàng","ㄉㄧˇ　ㄎㄤˋ"
"抵抗","dǐkàng","","6","to resist","resistance","","","ㄉㄧˇ　ㄎㄤˋ"
"遞","dì","","6","to hand over","to pass on sth, to gradually increase or decrease, progressively","","","ㄉㄧˋ"
